datetime,text,cleaned_text,sentiment,sentiment_value
2021-12-16 11:54:00+00:00,Budget 2019 goshna,budget goshna,Neutral,0.0
2021-12-16 12:04:00+00:00,Thousands of politicians of all parties looted Indian economy and kept in Swiss banks . Some politicians purchased thousand of ACERS of lands in thier girl friends & drivers name. It is more in South Indian politicians . Northe india politicians looted all nationalised banks,thousands politicians parties looted indian economy kept swiss banks politicians purchased thousand acers lands thier girl friends drivers name south indian politicians northe india politicians looted nationalised banks,Positive,0.7003
2021-12-16 13:37:00+00:00,"He based his opinion on the statistics presented to him  by Nawaz govt. Since my childhood, we were made to believe by civilians that defence forces gobbled up 80% of national budget. This was wrong. 44% was also like 93000 PWs claimed by Bhutto and parroted by Indians",based opinion statistics presented nawaz govt since childhood made believe civilians defence forces gobbled national budget wrong also like pws claimed bhutto parroted indians,Negative,-0.0516
2021-12-16 14:36:00+00:00,#NaturalFarming Zero Budget Natural Farming,zero budget natural farming,Positive,0.3612
2021-12-16 14:36:00+00:00,#NaturalFarming Benefits of zero budget Natural Farming,benefits zero budget natural farming,Positive,0.6249
2021-12-16 15:03:00+00:00,Zero budget natural farming is the way for sustainable agriculture.Thank you Narender Modi ji for encouraging farmers and highlighting its importance.@narendramodi,zero budget natural farming way sustainable agriculturethank narender modi ji encouraging farmers highlighting importance,Positive,0.8126
2021-12-16 15:35:00+00:00,If budget friendly i am in...,budget friendly,Positive,0.4939
2021-12-16 16:21:00+00:00,20 Tn.  Indian economy ??  When will it be ! @ India https://www.instagram.com/p/CXjNyexBGvt/?utm_medium=twitter,tn indian economy india,Neutral,0.0
2021-12-16 17:08:00+00:00,#NaturalFarming Panchamitra of zero budget Natural Farming,panchamitra zero budget natural farming,Positive,0.3612
2021-12-16 19:48:00+00:00,Taking up 90% of the production's mascara budget,taking productions mascara budget,Neutral,0.0
2021-12-17 03:04:00+00:00,"""Ironically the same industrial lobbyists, who are often also investors in the IPPs, claimed that their companies in other sectors could not compete globally given the high cost of power and therefore demanded and received subsidies on electricity tariffs.""",ironically industrial lobbyists often also investors ipps claimed companies sectors could compete globally given high cost power therefore demanded received subsidies electricity tariffs,Negative,-0.2263
2021-12-17 03:15:00+00:00,"Yogendra Yadav expects tax payers should foot the bill for raising farmer's. So what electricity is free, water is depleted, environment is toxic, but farmer's want double income without paying any tax.",yogendra yadav expects tax payers foot bill raising farmers electricity free water depleted environment toxic farmers want double income without paying tax,Positive,0.5574
2021-12-17 04:28:00+00:00,They have to spend their budget without any job 🤔,spend budget without job 🤔,Neutral,0.0
2021-12-17 04:37:00+00:00,"Dear friends,see him as economist,He proved his ability in indian economy. Then listen what he telling. Very small deviation or error will be because he don't have correct data.  Every day is challenging for common man now a days.  You think your self, how your income happiness.",dear friendssee economisthe proved ability indian economy listen telling small deviation error dont correct data every day challenging common man days think self income happiness,Positive,0.7506
2021-12-17 05:18:00+00:00,"The advance tax mopup in the December quarter was ₹94,107 crore, up 90% from ₹49,536 crore . Corporate advance tax accounted for ₹54,445 crore, up 75% from ₹31,107 crore.  Personal income tax rose 115% to ₹39,662 crore. Source : ET  #Ab #Bharat Pai #Bharosha",advance tax mopup december quarter ₹ crore ₹ crore corporate advance tax accounted ₹ crore ₹ crore personal income tax rose ₹ crore source et pai,Neutral,0.0
2021-12-17 05:48:00+00:00,Has anyone faced issue where income tax portal asking to declare foreign asset when assesse dont have any foreign income and also a resident. #declare_FA #itr2 @IncomeTaxIndia @TilotamaG @CaHimalaya  @CARubyAnsari  @CAChirag,anyone faced issue income tax portal asking declare foreign asset assesse dont foreign income also resident,Positive,0.3612
2021-12-17 05:48:00+00:00,"All parties promised improvement in  many issues like housing, however out of 2487 questions related to the manifesto,10% were on this issue.Similarly,only 3 questions asked by ShivSena on governance, while no questions asked by other party MLAs from Winter 2019 to Budget 2021",parties promised improvement many issues like housing however questions related manifesto issuesimilarlyonly questions asked shivsena governance questions asked party mlas winter budget,Positive,0.9081
2021-12-17 06:12:00+00:00,"What is the chancec for extension of both returns #incometax returns, #Taxaudit and #gstr9 and #gstr9c.",chancec extension returns returns,Neutral,0.0
2021-12-17 06:50:00+00:00,"Akshay has good time management skills through which he renders standard product in less time and budget. So, plz don't compare with other star coz his work ethics is unique.Stop complaining and accept the fact. If you don't know him better than u r not his fan.",akshay good time management skills renders standard product less time budget plz dont compare star coz work ethics uniquestop complaining accept fact dont know better u r fan,Positive,0.5618
2021-12-17 08:09:00+00:00,My today's purchase of  few living saving solutions are estimated of ₹29.74 . Cgst- 14.87 & Sgst - 14.87 .  #PharmaceuticalEconomy #IndianEconomy #TamilNaduEconomy .,todays purchase living saving solutions estimated ₹ cgst sgst,Positive,0.1779
2021-12-17 08:30:00+00:00,"Honestly it's u guys that lack understanding d person that called it ""feeding money"" was implying to d reference some of u gave d same money in the federal budget. but u ppl re pretending as if u don't understand he's talking abt ""26billion budgeted for the office of the govn.",honestly u guys lack understanding person called feeding money implying reference u gave money federal budget u ppl pretending u dont understand hes talking abt billion budgeted office govn,Positive,0.2732
2021-12-17 08:55:00+00:00,"Salam to All  FBR imposes penality of 40,000 rupees per year due to non filling of income tax return or submitting late Income tax returs. If you want to save yourself from Penalties so Contact me 03353154458 for futhur details and make sure to save yourself from the penalities.",salam fbr imposes penality rupees per year due non filling income tax return submitting late income tax returs want save penalties contact futhur details make sure save penalities,Positive,0.8225
2021-12-17 08:56:00+00:00,Development of Panna Pahadi Kheda Road of length 38.40 km in the state of Madhya Pradesh has been sanctioned under CRIF Scheme for FY 2021-22 with a budget outlay of ₹ 67.10 Cr. #PragatiKaHighway #GatiShakti @ChouhanShivraj @BJP4MP @Bpsingh_bjp,development panna pahadi kheda road length km state madhya pradesh sanctioned crif scheme fy budget outlay ₹ cr,Neutral,0.0
2021-12-17 08:57:00+00:00,Construction of the 3rd leg of the Flyover at Simran Chouraha in Rewa City on Varanasi Nagpur road of length 800 mtr in MP has been sanctioned under CRIF Scheme for FY 2021-22 with a budget outlay of ₹ 33.44 Cr. #PragatiKaHighway #GatiShakti @ChouhanShivraj @BJP4MP @rshuklabjp,construction rd leg flyover simran chouraha rewa city varanasi nagpur road length mtr mp sanctioned crif scheme fy budget outlay ₹ cr,Neutral,0.0
2021-12-17 09:19:00+00:00,"It depends on your Budget, if you want to go for Mid Range Sound bar then I will suggest JBL 2.1 Deep Baas 300 watt, best speakers in it's range, currently available for 25/27 k range. Sound quality much better than Sony HT S40R which is the latest Sony 5.1 model for 28/29k.",depends budget want go mid range sound bar suggest jbl deep baas watt best speakers range currently available k range sound quality much better sony ht sr latest sony model k,Positive,0.8126
2021-12-17 09:44:00+00:00,"Eliminating fossil fuel subsidies is good for the economy, good for the environment, good for your health and good for our future. #UprootTheSystem #FridaysForFuture #StandForPlanet #ClimateStrike",eliminating fossil fuel subsidies good economy good environment good health good future,Positive,0.891
2021-12-17 09:48:00+00:00,The panelist's are #FICCIAGM Smt @priyankac19 ji @jothims ji @AprajitaSarangi ji have broader perspective on Indian Economy and Political System. What a show !! #FICCI #IndiaBeyond75   Shri @rahulkanwal ji your to the point questions reminded us about your popular talk shows.,panelists smt ji ji ji broader perspective indian economy political system show shri ji point questions reminded us popular talk shows,Positive,0.4215
2021-12-17 11:09:00+00:00,Budget house 1 bhk #2Bedroom #IndependentHouse #ForSale #Joka #Kolkata #Residential #Property prpt.in/P43923091,budget house bhk prptinp,Neutral,0.0
2021-12-17 13:50:00+00:00,Privatization will weaken the Indian economy,privatization weaken indian economy,Negative,-0.4215
2021-12-17 14:34:00+00:00,"Corporate Advance tax mop up is up 75%, personal income tax is up 115%. Overall Advance tax mop up is up by 90%. GST collection is breaking records, VAT and duty collection on fuel is exorbitant. Why cant govt think of some relief on fuel prices and rebate for honest tax payers?",corporate advance tax mop personal income tax overall advance tax mop gst collection breaking records vat duty collection fuel exorbitant cant govt think relief fuel prices rebate honest tax payers,Positive,0.1891
2021-12-17 14:53:00+00:00,Dear @nsitharaman Tai.. How many times should I pay my Income taxes to ensure that I don't reminded again and again...,dear tai many times pay income taxes ensure dont reminded,Positive,0.5859
2021-12-17 15:03:00+00:00,As per my view - Feb 2022 is Union Budget and March 2022 is UP election results. Till then market will remain highly volatile. Any base building will happen only around these 2 events.,per view feb union budget march election results till market remain highly volatile base building happen around events,Neutral,0.0
2021-12-17 15:04:00+00:00,"The Income-Tax Department is investigating transactions estimated to be over Rs 75,000 crore allegedly conducted by four ARCs.  #CabinetDecisions #BREAKING #income #news #Newsnight",incometax department investigating transactions estimated rs crore allegedly conducted four arcs,Neutral,0.0
2021-12-17 15:23:00+00:00,Everyone talks about black money. But what is black money? Money earned thru illegal activities should be confiscated under respective law.Income tax evaded money needs to be dealt separately.Enforcement agencies should act accordingly. @narendramodi,everyone talks black money black money money earned thru illegal activities confiscated respective lawincome tax evaded money needs dealt separatelyenforcement agencies act accordingly,Negative,-0.2023
2021-12-17 15:28:00+00:00,Amazing developers connected with  income tax department. Hopefully it will be a Indian technology service provider.,amazing developers connected income tax department hopefully indian technology service provider,Positive,0.7579
2021-12-17 16:06:00+00:00,"So sad about this dravidan leader  Doesn't knows anything about Simplicity & Honesty in Public life Coming to Power to loot Public money 💰  Then felt sorry for what they have done  Useless Income Tax CBI, Home DVAC officials  They are acting tools for them  When they're in Power",sad dravidan leader doesnt knows anything simplicity honesty public life coming power loot public money 💰 felt sorry done useless income tax cbi home dvac officials acting tools theyre power,Negative,-0.4588
2021-12-17 16:33:00+00:00,Oppo ya Xiaomi. What is your budget?,oppo ya xiaomi budget,Neutral,0.0
2021-12-17 16:40:00+00:00,Liquor drinkers r backbone of Indian economy!! State govts survive on excise duty on liquors!!,liquor drinkers r backbone indian economy state govts survive excise duty liquors,Neutral,0.0
2021-12-18 00:53:00+00:00,Spending the infrastructure money for tax breaks and putting the rest in the bank.,spending infrastructure money tax breaks putting rest bank,Neutral,0.0
2021-12-18 03:45:00+00:00,"The debacle of Indian economy is so obvious that even bhakts are realising it. Funny and ironic that They are able to relate a tweet about Turkey with their disastrous , divisive leader.",debacle indian economy obvious even bhakts realising funny ironic able relate tweet turkey disastrous divisive leader,Negative,-0.3612
2021-12-18 04:41:00+00:00,Great meeting some of our most dashing anchors after a long gap #Covid_19 ! Lets promise to build an Ecocentric Indian economy @indian_anchors @anchorsofindia @journosaurav @AnchorManisha @Monalisaroy02 @mukulsharma87 @poojarathore @rajyasabhatv @PMOIndia @PhoenixLitfest,great meeting dashing anchors long gap lets promise build ecocentric indian economy,Positive,0.7506
2021-12-18 13:51:00+00:00,"Yes we know this is due to massive mismatch between our E/I, and to cover the fiscal deficit but so long we don't see our exports rising, containing imports for unnecessary items, & we don't increase our Tax base, we will continue to suffer, no matter who is in govt, seriously.",yes know due massive mismatch ei cover fiscal deficit long dont see exports rising containing imports unnecessary items dont increase tax base continue suffer matter govt seriously,Negative,-0.7237
2021-12-19 03:50:00+00:00,it's the end of 2021 but still not using build tools? no CI/CD. And the process to produce deployment packages are really error prone.  and no QA Testers? I just can't believe when the ceo said there's no budget for them. it's more like you don't care.,end still using build tools cicd process produce deployment packages really error prone qa testers cant believe ceo said theres budget like dont care,Negative,-0.4803
2021-12-19 04:00:00+00:00,How many IT software started in this district? You layed road with public tax money. We appreciate on sanctioned budget and work completed.,many software started district layed road public tax money appreciate sanctioned budget work completed,Positive,0.4019
2021-12-19 05:58:00+00:00,Bidang kuasa and budget radically different between the two and heavily biased towards federal,bidang kuasa budget radically different two heavily biased towards federal,Negative,-0.2732
2021-12-19 06:17:00+00:00,"Ask, if the new RUB has been sanctined in the budget. If yes, what is the planned cost? Ask why cut and cover was approved on a section where track utilization is 170%. How can cut & cover possible without stopping all trains?",ask new rub sanctined budget yes planned cost ask cut cover approved section track utilization cut cover possible without stopping trains,Positive,0.4106
2021-12-19 08:30:00+00:00,Hello everyone this very amazing and super phone #TECNOSpark8T This is really budget phone  Its facilities are best wow,hello everyone amazing super phone really budget phone facilities best wow,Positive,0.9493
2021-12-19 10:11:00+00:00,#Warehouse For Lease Rent in Delhi NCR Within Your Budget #Godown #ForRent #Rai #Sonipat #Commercial #Property prpt.in/P72861976,lease rent delhi ncr within budget prptinp,Neutral,0.0
2021-12-19 13:00:00+00:00,"I have been out of it far too long to propose any way ahead, and given inter service budget fights have ramped up over PRC, I am not optimistic. The first part of any solution is to admit you have a problem. Institutionally that is.",far long propose way ahead given inter service budget fights ramped prc optimistic first part solution admit problem institutionally,Neutral,0.0
2021-12-19 13:26:00+00:00,Ran out of budget for her? What's with that art 🥲,ran budget whats art 🥲,Neutral,0.0
2021-12-19 14:09:00+00:00,how he calculated that the staff may have used 1 Million in lieu of stationery also when he knew why he didt stopped them at first i was a federal departmentap employee and every department gets stationery budget,calculated staff may used million lieu stationery also knew didt stopped first federal departmentap employee every department gets stationery budget,Negative,-0.2263
2021-12-19 14:24:00+00:00,Read the Selangor budget and federal budget. Millions allocated for flood mitigation every year. There are many smaller project JPS had done that prevented further flooding in Shah Alam and PJ. It worked so no one hears of it. People only complaint when things don't work.,read selangor budget federal budget millions allocated flood mitigation every year many smaller project jps done prevented flooding shah alam pj worked one hears people complaint things dont work,Negative,-0.2732
2021-12-19 15:26:00+00:00,Govt has no concrete plans  Budget allocation...,govt concrete plans budget allocation,Neutral,0.0
2021-12-19 18:35:00+00:00,Only disaster talk ?? Pre Pandemic Vs Post Pandemic Ticket hires Vs Ticket issue  Highest budget hype Vs .... After Baahubali 2 Vs .... Saaho teaser attached to BB2 Vs Trailer before 10 days of release Kapil Sharma & other promotion Vs 0 promotion in North . #Pushpa,disaster talk pre pandemic vs post pandemic ticket hires vs ticket issue highest budget hype vs baahubali vs saaho teaser attached bb vs trailer days release kapil sharma promotion vs promotion north,Negative,-0.7269
2021-12-19 19:01:00+00:00,The government has a budget of 300billion USD not Ali Zafar,government budget billion usd ali zafar,Neutral,0.0
2021-12-19 20:20:00+00:00,"We have estimated the budget need only to an extent of 30 lakhs for Campaign expenses, office rentala, booth agents pay off. Rallys and protests. We require your support in fund rising. Pls clixk to oay honest politics in bellandur https://donations.aamaadmiparty.org/?ward=KA-0001-150  3/4",estimated budget need extent lakhs campaign expenses office rentala booth agents pay rallys protests require support fund rising pls clixk oay honest politics bellandur,Positive,0.6124
2021-12-20 01:24:00+00:00,Low budget 😩,low budget 😩,Negative,-0.4939
2021-12-20 01:52:00+00:00,"#Hollywood  films are now dubbed in Hindi also,4-5 hundred rupees budget films will full of animation & visual effects having 80% film articulated on computers? Now, it is Golden opportunity to highlight the vedic, pauranik, epics through films using latest technology in Arts👌💐",films dubbed hindi also hundred rupees budget films full animation visual effects film articulated computers golden opportunity highlight vedic pauranik epics films using latest technology arts👌💐,Positive,0.8842
2021-12-20 02:20:00+00:00,"Are You looking for Perfect Interior Designer to Decorate your Dream Home  Choose the best!! Custom-made Designs, Good finishing, Assured quality within your budget. Enquire us before and after enquiring some where... We will not differ from customer to customer on pricing...",looking perfect interior designer decorate dream home choose best custommade designs good finishing assured quality within budget enquire us enquiring differ customer customer pricing,Positive,0.936
2021-12-20 04:01:00+00:00,#RRR low budget trailer coming soon on lazy-production you tube channel please watch and support friends ❤️ #beast #actorvijay,low budget trailer coming soon lazyproduction tube channel please watch support friends ❤️,Positive,0.7184
2021-12-20 04:10:00+00:00,"Sir any any good suv for 80% city and 20% highway, good space 13 lakh budget?",sir good suv city highway good space lakh budget,Positive,0.7003
2021-12-20 05:57:00+00:00,"Truth be told, this year's Income Tax return filing has been the smoothest and the best experience yet. The prefilled guided filing wizard is very user-friendly, with an option to fix all errors from the list. Thank you, @Infosys @nsitharaman",truth told years income tax return filing smoothest best experience yet prefilled guided filing wizard userfriendly option fix errors list thank,Positive,0.765
2021-12-20 06:23:00+00:00,Rera registered project in very low budget available in Walkable at #Badlapur #1BHK #Apartment #Flat #ForSale #Thane #Residential #Property prpt.in/P98493341,rera registered project low budget available walkable prptinp,Negative,-0.2732
2021-12-20 06:43:00+00:00,"Over 50 hours passed, no word from Income Tax Department yet on searches at the premises of Samajwadi Party leaders including aides of Akhilesh Yadav.  Less than a month for UP assembly elections to be announced.",hours passed word income tax department yet searches premises samajwadi party leaders including aides akhilesh yadav less month assembly elections announced,Positive,0.4019
2021-12-20 07:09:00+00:00,"He came He saw He destroyed🔥... Our budgets, our incomes & our economy  Unprecedented high taxes have led to high costs & high prices of all essentials  Together with job destruction and loss of incomes this is a #DoubleEngineDisaster #ModiGovtSeNaHoPayega",came saw destroyed🔥 budgets incomes economy unprecedented high taxes led high costs high prices essentials together job destruction loss incomes,Negative,-0.891
2021-12-20 07:31:00+00:00,Basically learning how to cook and budget 😅,basically learning cook budget 😅,Positive,0.3612
2021-12-20 07:59:00+00:00,This is that time when everyone is looking at INCOME TAX Website and trying to submit their ITR.  So below 👇🏻 blog can be useful fr those who are unaware how to declare MF investment  How To Declare Mutual Fund Investments in ITR and Disclose Capital Gains https://www.tickertape.in/blog/declare-mutual-fund-investment/,time everyone looking income tax website trying submit itr 👇🏻 blog useful fr unaware declare mf investment declare mutual fund investments itr disclose capital gains,Positive,0.5423
2021-12-20 08:03:00+00:00,"ZippyFeed brings food business at a very budget friendly investment with attractive returns, you can now setup your whole business in just 2.9L including all the setup cost and even the Franchise fees is included in it.   #franchise #zippyfeed #food",zippyfeed brings food business budget friendly investment attractive returns setup whole business l including setup cost even franchise fees included,Positive,0.8442
2021-12-20 08:08:00+00:00,Alright this is gonna be the week of movies amidst having to get all the Income Tax returns filed.  Atrangi Re.  83' Jersey,alright gonna week movies amidst get income tax returns filed atrangi jersey,Positive,0.25
2021-12-20 08:48:00+00:00,Request not completed due to technical issue. Please try again.  #incometax #incometaxportal #IncomeTaxReturn @IncomeTaxIndia,request completed due technical issue please try,Positive,0.3182
2021-12-20 09:46:00+00:00,Our country has peculiar rules. My only income is monthly Mil Pension. Like other govt employees. My tax is also deducted at source b4 remitting my pension to my bnk acct. AND I AM APL BCZ OF MY JAATI. IN MY LOCALITY THERE ARE 3 FAMILIES. IN ONE FMLY 3 BROTHERS ARE THEKEDARZ..,country peculiar rules income monthly mil pension like govt employees tax also deducted source b remitting pension bnk acct apl bcz jaati locality families one fmly brothers thekedarz,Positive,0.4767
2021-12-20 10:12:00+00:00,Low budget investment with high returns #ResidentialPlot #Land #ForSale #Mundlamuru #Prakasam #Residential #Property prpt.in/P29501217,low budget investment high returns prptinp,Negative,-0.2732
2021-12-20 10:15:00+00:00,"@PushpaMovie was released just 3 days before, you have already updated the plot of the movie in your page @Wikipedia. It is still in theatres&not even crossed the budget of the film. I'm not related to that movie but as a genuine spectator I feel it's not correct to reveal plot.",released days already updated plot movie page still theatresnot even crossed budget film im related movie genuine spectator feel correct reveal plot,Neutral,0.0
2021-12-20 10:39:00+00:00,"If you have kids under 12 and no alcohol then okay I guess but might as well buy ready made stuff from Waitrose if stupidly rich, or Iceland, Farm foods, Lidl or Also if normal budget dictates!",kids alcohol okay guess might well buy ready made stuff waitrose stupidly rich iceland farm foods lidl also normal budget dictates,Positive,0.7269
2021-12-20 10:45:00+00:00,"I promise when we go shopping, it ain't no budget",promise go shopping aint budget,Positive,0.3182
2021-12-20 11:42:00+00:00,"PM @narendramodi Holding discussions with the private sector ahead of Budget 2022. CEOs of companies across banking, infrastructure, automobiles,  telecom, consumer goods, textile, renewables, hospitality, technology, healthcare, space, electronics, etc present in the meeting",pm holding discussions private sector ahead budget ceos companies across banking infrastructure automobiles telecom consumer goods textile renewables hospitality technology healthcare space electronics etc present meeting,Neutral,0.0
2021-12-20 11:50:00+00:00,"PM Modi interacting with leading CEOs of cos from banking, infrastructure, automobiles,  telecom, consumer goods, textile, renewables, hospitality, technology, healthcare, space, electronics ahead of Union Budget 2022-2023 @business_today",pm modi interacting leading ceos cos banking infrastructure automobiles telecom consumer goods textile renewables hospitality technology healthcare space electronics ahead union budget,Neutral,0.0
2021-12-20 11:59:00+00:00,How much is the new budget for nadma?,much new budget nadma,Neutral,0.0
2021-12-20 12:01:00+00:00,"Learn about the kind of 3BHK home you can buy with Rs 1 crore of Rs 1.5 crore budget in Sainikpuri, Hyderabad. Continue Reading... https://avisunproperties.com/blog/3bhk-home-in-sainikpuri-locality/",learn kind bhk home buy rs crore rs crore budget sainikpuri hyderabad continue reading,Positive,0.5267
2021-12-20 14:33:00+00:00,Some people justify not paying taxes as their income is agricultural ( and the farm is rooftop kitchen garden!). So others trying to say how tightly they live( only on rentals!). Ah! The vanity! But ED will not spare!,people justify paying taxes income agricultural farm rooftop kitchen garden others trying say tightly live rentals ah vanity ed spare,Negative,-0.2263
2021-12-20 14:35:00+00:00,"But fall irrukum , 14K touch chance slowly regain but next 2 years 14K to 20K ,but need to see budgets in this Modi govt penalize middle class then gone case ,Auto sector will see more pressure Q4 to Q3 ,now sem8conductor shortage so we are not seeing but underlying more pnlm",fall irrukum k touch chance slowly regain next years k k need see budgets modi govt penalize middle class gone case auto sector see pressure q q semconductor shortage seeing underlying pnlm,Negative,-0.296
2021-12-20 14:55:00+00:00,"Seizure of 77 kg heroine by NCB & ATS Gujarat in sea & several other similar seizures of heroine in recent past from drug smugglers from Pakistan reveal desperate efforts by enemies of India to destabilise Indian economy, youth power & push narco terrorism in the country.",seizure kg heroine ncb ats gujarat sea several similar seizures heroine recent past drug smugglers pakistan reveal desperate efforts enemies india destabilise indian economy youth power push narco terrorism country,Negative,-0.6249
2021-12-20 16:43:00+00:00,If the post of prime minister is monetized there will be no deficit budget in India .,post prime minister monetized deficit budget india,Negative,-0.4019
2021-12-20 16:45:00+00:00,We already paying taxes ? Why the fuck we need to donate our money?!! Bodo kerajaan use the budget to help people la bodo kerajaan!!!,already paying taxes fuck need donate money bodo kerajaan use budget help people la bodo kerajaan,Negative,-0.2023
2021-12-20 18:22:00+00:00,Meeting with the industry leaders before the budget says a lot about how important growth is for this government. Good times ahead!,meeting industry leaders budget says lot important growth government good times ahead,Positive,0.743
2021-12-20 18:38:00+00:00,"The fundamental problem is that most of tech people don't realize or don't want to understand that these redirect links eats up lots of crawl budget and makes the crawler journey difficult. They feel that since redirection is in place, users will reach the destination untimately.",fundamental problem tech people dont realize dont want understand redirect links eats lots crawl budget makes crawler journey difficult feel since redirection place users reach destination untimately,Negative,-0.6041
2021-12-20 19:00:00+00:00,"Specific budget, you want Landscape toh iPhone is still the best not worth spending and DSLR lene ke baad lens lena padega so budget batao",specific budget want landscape toh iphone still best worth spending dslr lene ke baad lens lena padega budget batao,Positive,0.7506
2021-12-20 20:13:00+00:00,"Small correction sir, no tax if income is below 5L as you get rebate u/a 87A of tax on income upto 5L.. max rebate 12.5K in tax. And if Income crosses 5L then tax rate 5% on income above 2.5 to 5L.",small correction sir tax income l get rebate ua tax income upto l max rebate k tax income crosses l tax rate income l,Positive,0.9001
2021-12-21 02:33:00+00:00,Current market cap of the Central bank of India around 18000 cr Rs if government brings down it stake from 92 PC to 26 PC it will get around 12000 cr .one wonder how much will this help government in bring down it's fiscal deficit. Selling family silver for peanuts .,current market cap central bank india around cr rs government brings stake pc pc get around cr one wonder much help government bring fiscal deficit selling family silver peanuts,Neutral,0.0
2021-12-21 15:28:00+00:00,Says an asshole who sits in USA & enjoy the perks of capitalism and speak in support of socialism in India which spends majority of its budget on freebies in order to get votes for next elections but nothing in the real welfare of common man,says asshole sits usa enjoy perks capitalism speak support socialism india spends majority budget freebies order get votes next elections nothing real welfare common man,Positive,0.8271
2021-12-22 01:44:00+00:00,So as per ola  am working. But when it comes to bank am unemployee.  So where is my GST and commission go in.  Approx rs2000 gst  and rs 8000 commission paying to this organization.  I have voice note from partner care for more details,per ola working comes bank unemployee gst commission go approx rs gst rs commission paying organization voice note partner care details,Positive,0.4939
2021-12-22 03:38:00+00:00,"Desh hit ke liye ek aur kadam #Fekendra_ki_taraf_se  Dear PNB Customer, from 21.01.22 revised service charges on usage of other Bank ATMs beyond free limit shall be Rs 21+GST (Cash) & Rs 10+GST (Non-Cash).",desh hit ke liye ek aur kadam dear pnb customer revised service charges usage bank atms beyond free limit shall rs gst cash rs gst noncash,Positive,0.5859
2021-12-22 03:49:00+00:00,Please extend the due dates for filing all types of form in Income tax and GST,please extend due dates filing types form income tax gst,Positive,0.4588
2021-12-22 04:08:00+00:00,#Extend_Due_Date_Immediately #Extend_Due_Dates #incometax #incometaxindia  extension is required because of faulty website and we even want to know how the govt have penalised Infosys for the same it's because of them we r suffering @nsitharaman @FinMinIndia @PMOIndia @Infosys,extension required faulty website even want know govt penalised infosys r suffering,Negative,-0.6249
2021-12-22 05:23:00+00:00,You are collecting all this as a GST .. You are selling government property to the private sector for intoxication ...,collecting gst selling government property private sector intoxication,Neutral,0.0
2021-12-22 05:31:00+00:00,Income Tax Dept conducting searches at the premises linked to Chinese mobile companies across the country. A large scale search operation underway: Sources,income tax dept conducting searches premises linked chinese mobile companies across country large scale search operation underway sources,Neutral,0.0
2021-12-22 05:55:00+00:00,The only advantage China has in 5G is that it's cheap due to government subsidies. There is ample of evidence of Huawei being used in Uyghur Genocide.,advantage china g cheap due government subsidies ample evidence huawei used uyghur genocide,Positive,0.25
2021-12-22 06:24:00+00:00,"Income Tax dept detects Rs 86 crore undisclosed income after raids on SP leaders, others in UP, K'taka https://www.indiatoday.in/india/story/income-tax-department-undisclosed-income-raids-samajwadi-party-leaders-1890545-2021-12-21    Download the India Today app now to read our latest stories.  https://indiatoday.link/tTRV",income tax dept detects rs crore undisclosed income raids sp leaders others ktaka download india today app read latest stories,Neutral,0.0
2021-12-22 06:32:00+00:00,"@zomato @swiggy_in No, Your food order won't be costlier from GST registered restaurants but might be slightly expensive when orderering from smaller restaurants. https://www.dnaindia.com/personal-finance/report-swiggy-zomato-to-collect-5-percent-gst-from-customers-from-january-1-know-effect-on-food-delivery-cost-apps-2924843",food order wont costlier gst registered restaurants might slightly expensive orderering smaller restaurants,Neutral,0.0
2021-12-22 06:55:00+00:00,"#Extend_Due_Date_Immediately #infosys why any of our MP's not raising the issue of faulty incometax portal in Rs nd lokshabha which is such a crucial part of country's finances, it's not CA's penalised it's the MSME's who r penalised @RahulGandhi @hanumanbeniwal @ArvindKejriwal",mps raising issue faulty incometax portal rs nd lokshabha crucial part countrys finances cas penalised msmes r penalised,Negative,-0.3182
2021-12-22 07:11:00+00:00,Yes it's goodd. but through netbanking you started collecting convince fee and GST for convince fee.  @RajeshLakhani69 can you explain this.,yes goodd netbanking started collecting convince fee gst convince fee explain,Positive,0.6908
2021-12-22 07:30:00+00:00,Income tax portal not working properly,income tax portal working properly,Neutral,0.0
2021-12-22 07:50:00+00:00,Caste & Tribe-based census Surveys seem essential to know actual socio-economic statuses of plentiful more than 2000 castes & more than 500 tribes in India besides preserving endangered Castes & tribes which are on the verge of extinction.,caste tribebased census surveys seem essential know actual socioeconomic statuses plentiful castes tribes india besides preserving endangered castes tribes verge extinction,Neutral,0.0
2021-12-22 08:24:00+00:00,"@IncomeTaxIndia @Infosys @casansaar @theicai   Now No OTPs are received on email for new registration on income tax portal, could you allow to file manual ITR as we filed 10 years back. No digital no error.",otps received email new registration income tax portal could allow file manual itr filed years back digital error,Negative,-0.2023
2021-12-22 09:24:00+00:00,@airvistara @FinMinIndia @TataCompanies @GST_Council .. i  did not get a tax invoice for additional purchase on my booking and when I asked for the same i was told to write to dfrnt email ids to get the same. thought as a cnsumer it's my right to get an invoice.. didnt expt this,get tax invoice additional purchase booking asked told write dfrnt email ids get thought cnsumer right get invoice didnt expt,Neutral,0.0
2021-12-22 10:30:00+00:00,"This is such a flawed argument. Each and every Indian pays tax. There are two types of taxes. Direct tax or Income Tax and Indirect tax. Everyone pays the second, which forms 70% of tax revenue. Why is the income of the average Indian so low that he cannot pay IT.",flawed argument every indian pays tax two types taxes direct tax income tax indirect tax everyone pays second forms tax revenue income average indian low cannot pay,Negative,-0.7509
